U,0,1
B,1,2
B,2,3
U,3,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,7
B,7,8
B,8,9
B,9,10
U,10,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,54
B,54,55
B,55,56
B,56,57
U,57,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,7
B,7,8
B,8,9
B,9,10
U,10,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,54
B,54,55
B,55,56
B,56,57
U,57,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,7
B,7,8
B,8,9
B,9,10
U,10,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,54
B,54,55
B,55,56
B,56,57
U,57,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,7
B,7,8
B,8,9
B,9,7
B,7,8
B,8,9
B,9,10
U,10,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,7
B,7,8
B,8,9
B,9,10
U,10,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,54
B,54,55
B,55,56
B,56,57
U,57,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,7
B,7,8
B,8,9
B,9,10
U,10,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,54
B,54,55
B,55,56
B,56,57
U,57,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,54
B,54,55
B,55,56
B,56,57
U,57,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,5
B,5,6
B,6,7
B,7,8
B,8,9
B,9,7
B,7,8
B,8,9
B,9,10
U,10,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,54
B,54,55
B,55,56
B,56,57
U,57,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,54
B,54,55
B,55,56
B,56,57
U,57,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,54
B,54,55
B,55,56
B,56,57
U,57,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,54
B,54,55
B,55,56
B,56,57
U,57,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,54
B,54,55
B,55,56
B,56,57
U,57,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,7
B,7,8
B,8,9
B,9,10
U,10,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,7
B,7,8
B,8,9
B,9,10
U,10,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,7
B,7,8
B,8,9
B,9,7
B,7,8
B,8,9
B,9,10
U,10,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,54
B,54,55
B,55,56
B,56,57
U,57,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,54
B,54,55
B,55,56
B,56,57
U,57,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,54
B,54,55
B,55,56
B,56,57
U,57,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,54
B,54,55
B,55,56
B,56,57
U,57,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,7
B,7,8
B,8,9
B,9,7
B,7,8
B,8,9
B,9,10
U,10,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,7
B,7,8
B,8,9
B,9,10
U,10,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,7
B,7,8
B,8,9
B,9,7
B,7,8
B,8,9
B,9,10
U,10,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,54
B,54,55
B,55,56
B,56,57
U,57,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
B,5,6
B,6,11
B,11,12
U,12,13
B,13,51
U,51,52
B,52,53
B,53,58
B,58,59
U,59,60
B,60,98
U,98,99
B,99,229
B,229,358
B,358,4
B,4,358
B,358,4
B,4,5
