S,489,140736736529864,8
L,510,140736736529864,8
L,517,140736736529816,4
L,518,140736736531176,4
L,529,140736736531032,8
S,531,140736736529392,8
L,533,140736736529392,8
S,535,140736736529488,8
L,538,140736736529488,8
S,542,140736736529488,8
L,544,140736736529488,8
L,547,11540352,8
L,549,11556096,4
L,571,140736736531080,8
S,574,140736736529488,8
L,576,140736736529488,8
S,580,140736736529552,8
S,588,140736736529488,8
L,590,140736736529488,8
S,594,140736736529728,8
L,598,140736736529552,8
L,600,140736736529728,8
L,625,140736736529552,8
L,630,11551448,4
L,632,11551452,4
L,4046,140736736529552,8
L,4048,11551440,8
S,4049,140736736529552,8
L,4051,140736736529552,8
L,4053,140736736529728,8
L,625,140736736529552,8
L,630,11562360,4
L,632,11562364,4
L,642,11562360,4
L,646,140736736531128,8
L,651,140736736531120,8
L,653,11558136,8
L,657,11560752,8
L,669,11562360,4
L,670,11560536,4
L,721,11560752,8
L,1046,11560540,4
L,1054,11562364,4
L,1058,140736736531128,8
L,1063,140736736531120,8
L,1065,11557336,8
L,1069,140736736531136,8
L,1081,11562364,4
L,1082,11555288,4
L,1133,140736736531136,8
L,1458,11555292,4
L,1459,140736736529820,4
L,1461,140736736529824,4
L,4046,140736736529552,8
L,4048,11562352,8
S,4049,140736736529552,8
L,4051,140736736529552,8
L,4053,140736736529728,8
L,625,140736736529552,8
L,630,11555192,4
L,632,11555196,4
L,4046,140736736529552,8
L,4048,11555184,8
S,4049,140736736529552,8
L,4051,140736736529552,8
L,4053,140736736529728,8
L,625,140736736529552,8
L,630,11555160,4
L,632,11555164,4
L,642,11555160,4
L,646,140736736531128,8
L,651,140736736531120,8
L,653,11557200,8
L,657,11554288,8
L,669,11555160,4
L,670,11551560,4
L,675,11551552,8
L,679,11551552,8
L,682,140736736531128,8
L,694,11555224,4
L,700,11551552,8
L,711,11555160,4
L,712,11555224,4
L,721,11551552,8
L,1046,11555228,4
L,1054,11555164,4
L,1058,140736736531128,8
L,1063,140736736531120,8
L,1065,11557264,8
L,1069,11550288,8
L,1081,11555164,4
L,1082,11548952,4
L,1133,11550288,8
L,1458,11548956,4
L,1459,140736736529820,4
L,1461,140736736529824,4
L,4046,140736736529552,8
L,4048,11555152,8
S,4049,140736736529552,8
L,4051,140736736529552,8
L,4053,140736736529728,8
L,625,140736736529552,8
L,630,11555096,4
L,632,11555100,4
L,4046,140736736529552,8
L,4048,11555088,8
S,4049,140736736529552,8
L,4051,140736736529552,8
L,4053,140736736529728,8
L,625,140736736529552,8
L,630,11555064,4
L,632,11555068,4
L,642,11555064,4
L,646,140736736531128,8
L,651,140736736531120,8
L,653,11557224,8
L,657,11554800,8
L,669,11555064,4
L,670,11555128,4
L,721,11554800,8
L,1046,11555132,4
L,1054,11555068,4
L,1058,140736736531128,8
L,1063,140736736531120,8
L,1065,11558016,8
L,1069,11554064,8
L,1081,11555068,4
L,1082,11560280,4
L,1087,11560272,8
L,1091,11560272,8
L,1094,140736736531128,8
L,1106,11554200,4
L,1112,11560272,8
L,1123,11555068,4
L,1124,11554200,4
L,1133,11560272,8
L,1458,11554204,4
L,1459,140736736529820,4
L,1461,140736736529824,4
L,4046,140736736529552,8
L,4048,11555056,8
S,4049,140736736529552,8
L,4051,140736736529552,8
L,4053,140736736529728,8
L,625,140736736529552,8
L,630,11555000,4
L,632,11555004,4
L,4046,140736736529552,8
L,4048,11554992,8
S,4049,140736736529552,8
L,4051,140736736529552,8
L,4053,140736736529728,8
L,625,140736736529552,8
L,630,11554968,4
L,632,11554972,4
L,642,11554968,4
L,646,140736736531128,8
L,651,140736736531120,8
L,653,11557512,8
L,657,11550416,8
L,669,11554968,4
L,670,11560888,4
L,675,11560880,8
L,679,11560880,8
L,682,140736736531128,8
L,694,11554104,4
L,700,11560880,8
L,711,11554968,4
L,712,11554104,4
L,721,11560880,8
L,1046,11554108,4
L,1054,11554972,4
L,1058,140736736531128,8
L,1063,140736736531120,8
L,1065,11558488,8
L,1069,11553456,8
L,1081,11554972,4
L,1082,11555032,4
L,1133,11553456,8
L,1458,11555036,4
L,1459,140736736529820,4
L,1461,140736736529824,4
L,4046,140736736529552,8
L,4048,11554960,8
S,4049,140736736529552,8
L,4051,140736736529552,8
L,4053,140736736529728,8
L,625,140736736529552,8
L,630,11554872,4
L,632,11554876,4
L,4046,140736736529552,8
L,4048,11554864,8
S,4049,140736736529552,8
L,4051,140736736529552,8
L,4053,140736736529728,8
L,625,140736736529552,8
L,630,11554840,4
L,632,11554844,4
L,642,11554840,4
L,646,140736736531128,8
L,651,140736736531120,8
L,653,11557072,8
L,657,11547920,8
L,669,11554840,4
L,670,11554904,4
L,721,11547920,8
L,1046,11554908,4
L,1054,11554844,4
L,1058,140736736531128,8
L,1063,140736736531120,8
L,1065,11557976,8
L,1069,11554416,8
L,1081,11554844,4
L,1082,11554936,4
L,1133,11554416,8
L,1458,11554940,4
L,1459,140736736529820,4
