S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,4
U,4,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,4
U,4,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,4
U,4,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,2
S,2,5
B,5,1
