L,92,14246992,4
L,96,14312544,4
L,103,14247504,4
L,107,14313184,4
L,92,14248016,4
L,96,14313824,4
L,103,14248528,4
L,107,14314464,4
L,92,14249040,4
L,96,14315104,4
L,103,14249552,4
L,107,14315744,4
L,92,14250064,4
L,96,14316384,4
L,103,14250576,4
L,107,14317024,4
L,92,14251088,4
L,96,14317664,4
L,103,14251600,4
L,107,14318304,4
L,92,14252112,4
L,96,14318944,4
L,103,14252624,4
L,107,14319584,4
L,92,14253136,4
L,96,14320224,4
L,103,14253648,4
L,107,14320864,4
L,92,14254160,4
L,96,14321504,4
L,103,14254672,4
L,107,14322144,4
L,92,14255184,4
L,96,14322784,4
L,103,14255696,4
L,107,14323424,4
L,92,14256208,4
L,96,14324064,4
L,103,14256720,4
L,107,14324704,4
L,92,14257232,4
L,96,14325344,4
L,103,14257744,4
L,107,14325984,4
L,92,14258256,4
L,96,14326624,4
L,103,14258768,4
L,107,14327264,4
L,92,14259280,4
L,96,14327904,4
L,103,14259792,4
L,107,14328544,4
L,92,14260304,4
L,96,14329184,4
L,103,14260816,4
L,107,14329824,4
L,92,14261328,4
L,96,14330464,4
L,103,14261840,4
L,107,14331104,4
L,92,14262352,4
L,96,14331744,4
L,103,14262864,4
L,107,14332384,4
L,92,14263376,4
L,96,14333024,4
L,103,14263888,4
L,107,14333664,4
L,92,14264400,4
L,96,14334304,4
L,103,14264912,4
L,107,14334944,4
L,92,14265424,4
L,96,14335584,4
L,103,14265936,4
L,107,14336224,4
L,92,14266448,4
L,96,14336864,4
L,103,14266960,4
L,107,14337504,4
L,92,14267472,4
L,96,14338144,4
L,103,14267984,4
L,107,14338784,4
L,92,14268496,4
L,96,14339424,4
L,103,14269008,4
L,107,14340064,4
L,92,14269520,4
L,96,14340704,4
L,103,14270032,4
L,107,14341344,4
L,92,14270544,4
L,96,14341984,4
L,103,14271056,4
L,107,14342624,4
L,92,14271568,4
L,96,14343264,4
L,103,14272080,4
L,107,14343904,4
L,92,14272592,4
L,96,14344544,4
L,103,14273104,4
L,107,14345184,4
L,92,14273616,4
L,96,14345824,4
L,103,14274128,4
L,107,14346464,4
L,92,14274640,4
L,96,14347104,4
L,103,14275152,4
L,107,14347744,4
L,92,14275664,4
L,96,14348384,4
L,103,14276176,4
L,107,14349024,4
L,92,14276688,4
L,96,14349664,4
L,103,14277200,4
L,107,14350304,4
L,92,14277712,4
L,96,14350944,4
L,103,14278224,4
L,107,14351584,4
L,92,14278736,4
L,96,14352224,4
L,103,14279248,4
L,107,14352864,4
L,92,14279760,4
L,96,14353504,4
L,103,14280272,4
L,107,14354144,4
L,92,14280784,4
L,96,14354784,4
L,103,14281296,4
L,107,14355424,4
L,92,14281808,4
L,96,14356064,4
L,103,14282320,4
L,107,14356704,4
L,92,14282832,4
L,96,14357344,4
L,103,14283344,4
L,107,14357984,4
L,92,14283856,4
L,96,14358624,4
L,103,14284368,4
L,107,14359264,4
L,92,14284880,4
L,96,14359904,4
L,103,14285392,4
L,107,14360544,4
L,92,14285904,4
L,96,14361184,4
L,103,14286416,4
L,107,14361824,4
L,92,14286928,4
L,96,14362464,4
L,103,14287440,4
L,107,14363104,4
L,92,14287952,4
L,96,14363744,4
L,103,14288464,4
L,107,14364384,4
L,92,14288976,4
L,96,14365024,4
L,103,14289488,4
L,107,14365664,4
L,92,14290000,4
L,96,14366304,4
L,103,14290512,4
L,107,14366944,4
L,92,14291024,4
L,96,14367584,4
L,103,14291536,4
L,107,14368224,4
L,92,14292048,4
L,96,14368864,4
L,103,14292560,4
L,107,14369504,4
L,92,14293072,4
L,96,14370144,4
L,103,14293584,4
L,107,14370784,4
L,92,14294096,4
L,96,14371424,4
L,103,14294608,4
L,107,14372064,4
L,92,14295120,4
L,96,14372704,4
L,103,14295632,4
L,107,14373344,4
L,78,14378096,4
S,82,14378096,4
L,92,14246996,4
L,96,14312544,4
L,103,14247508,4
L,107,14313184,4
L,92,14248020,4
L,96,14313824,4
L,103,14248532,4
L,107,14314464,4
L,92,14249044,4
L,96,14315104,4
L,103,14249556,4
L,107,14315744,4
L,92,14250068,4
L,96,14316384,4
L,103,14250580,4
L,107,14317024,4
L,92,14251092,4
L,96,14317664,4
L,103,14251604,4
L,107,14318304,4
L,92,14252116,4
L,96,14318944,4
L,103,14252628,4
L,107,14319584,4
L,92,14253140,4
L,96,14320224,4
L,103,14253652,4
L,107,14320864,4
L,92,14254164,4
L,96,14321504,4
L,103,14254676,4
L,107,14322144,4
L,92,14255188,4
L,96,14322784,4
L,103,14255700,4
L,107,14323424,4
L,92,14256212,4
L,96,14324064,4
L,103,14256724,4
L,107,14324704,4
L,92,14257236,4
L,96,14325344,4
L,103,14257748,4
L,107,14325984,4
L,92,14258260,4
L,96,14326624,4
L,103,14258772,4
L,107,14327264,4
L,92,14259284,4
L,96,14327904,4
L,103,14259796,4
L,107,14328544,4
L,92,14260308,4
L,96,14329184,4
L,103,14260820,4
L,107,14329824,4
L,92,14261332,4
L,96,14330464,4
L,103,14261844,4
L,107,14331104,4
L,92,14262356,4
L,96,14331744,4
L,103,14262868,4
L,107,14332384,4
L,92,14263380,4
L,96,14333024,4
L,103,14263892,4
L,107,14333664,4
L,92,14264404,4
L,96,14334304,4
L,103,14264916,4
L,107,14334944,4
L,92,14265428,4
L,96,14335584,4
L,103,14265940,4
L,107,14336224,4
L,92,14266452,4
L,96,14336864,4
L,103,14266964,4
L,107,14337504,4
L,92,14267476,4
L,96,14338144,4
L,103,14267988,4
L,107,14338784,4
L,92,14268500,4
L,96,14339424,4
L,103,14269012,4
L,107,14340064,4
L,92,14269524,4
L,96,14340704,4
L,103,14270036,4
L,107,14341344,4
L,92,14270548,4
L,96,14341984,4
L,103,14271060,4
L,107,14342624,4
L,92,14271572,4
L,96,14343264,4
L,103,14272084,4
L,107,14343904,4
L,92,14272596,4
L,96,14344544,4
L,103,14273108,4
L,107,14345184,4
L,92,14273620,4
L,96,14345824,4
L,103,14274132,4
L,107,14346464,4
L,92,14274644,4
L,96,14347104,4
L,103,14275156,4
L,107,14347744,4
L,92,14275668,4
L,96,14348384,4
L,103,14276180,4
L,107,14349024,4
L,92,14276692,4
L,96,14349664,4
L,103,14277204,4
L,107,14350304,4
L,92,14277716,4
L,96,14350944,4
L,103,14278228,4
L,107,14351584,4
L,92,14278740,4
L,96,14352224,4
L,103,14279252,4
L,107,14352864,4
L,92,14279764,4
L,96,14353504,4
L,103,14280276,4
L,107,14354144,4
L,92,14280788,4
L,96,14354784,4
L,103,14281300,4
L,107,14355424,4
L,92,14281812,4
L,96,14356064,4
L,103,14282324,4
L,107,14356704,4
L,92,14282836,4
L,96,14357344,4
L,103,14283348,4
L,107,14357984,4
L,92,14283860,4
L,96,14358624,4
L,103,14284372,4
L,107,14359264,4
L,92,14284884,4
L,96,14359904,4
L,103,14285396,4
L,107,14360544,4
L,92,14285908,4
L,96,14361184,4
L,103,14286420,4
L,107,14361824,4
L,92,14286932,4
L,96,14362464,4
L,103,14287444,4
L,107,14363104,4
L,92,14287956,4
L,96,14363744,4
L,103,14288468,4
L,107,14364384,4
L,92,14288980,4
L,96,14365024,4
L,103,14289492,4
L,107,14365664,4
L,92,14290004,4
L,96,14366304,4
L,103,14290516,4
L,107,14366944,4
L,92,14291028,4
L,96,14367584,4
L,103,14291540,4
L,107,14368224,4
L,92,14292052,4
L,96,14368864,4
L,103,14292564,4
L,107,14369504,4
L,92,14293076,4
L,96,14370144,4
L,103,14293588,4
L,107,14370784,4
L,92,14294100,4
L,96,14371424,4
L,103,14294612,4
L,107,14372064,4
L,92,14295124,4
L,96,14372704,4
L,103,14295636,4
L,107,14373344,4
L,78,14378100,4
S,82,14378100,4
L,92,14247000,4
L,96,14312544,4
L,103,14247512,4
L,107,14313184,4
L,92,14248024,4
L,96,14313824,4
L,103,14248536,4
L,107,14314464,4
L,92,14249048,4
L,96,14315104,4
L,103,14249560,4
L,107,14315744,4
L,92,14250072,4
L,96,14316384,4
L,103,14250584,4
L,107,14317024,4
L,92,14251096,4
L,96,14317664,4
L,103,14251608,4
L,107,14318304,4
L,92,14252120,4
L,96,14318944,4
